0.000000000000000000e+00 9.838554580061888988e-01
2.063121772015897304e-01 9.150562045568437775e-01
6.421776997916104346e-01 -2.024663348149061459e+00
8.373862118734823889e-01 -1.351914651575232718e+00
1.000000000000000000e+00 1.284176284468272256e+00
3.464675108666763204e-01 3.920425005225477433e-01
1.135863335150577441e-01 1.864042474959024254e-01
4.578557140601457465e-01 -1.319282148590746329e-01
3.899246001160567437e-02 3.098321049955198303e-01
1.356140818741014276e-01 -5.628605854619050941e-01
