0.000000000000000000e+00 1.038066800947553769e+00
2.063121772015897304e-01 9.659243236228755025e-01
6.421776997916104346e-01 -2.116647659925555924e+00
8.373862118734823889e-01 -1.411207482096907162e+00
1.000000000000000000e+00 1.352981386890284021e+00
3.464675108666763204e-01 4.174953452245737107e-01
1.135863335150577441e-01 2.018643279929119017e-01
4.578557140601457465e-01 -1.319371494324441119e-01
3.899246001160567437e-02 3.312900261577300665e-01
1.356140818741014276e-01 -5.838102035139700607e-01
4.119492188970766966e-01 -6.401971586704977013e-02
