0.000000000000000000e+00 8.442687677963041093e-01
2.063121772015897304e-01 7.704330059314072887e-01
6.421776997916104346e-01 -2.384491240492087716e+00
8.373862118734823889e-01 -1.662493398005066236e+00
1.000000000000000000e+00 1.166574838196468678e+00
3.464675108666763204e-01 2.091316346659972680e-01
1.135863335150577441e-01 -1.156054322177462942e-02
4.578557140601457465e-01 -3.531968067840509096e-01
3.899246001160567437e-02 1.209029565536421102e-01
1.356140818741014276e-01 -8.156759515487956858e-01
4.119492188970766966e-01 -2.836852563469828836e-01
9.679365590571855638e-01 7.683539473551294074e-01
9.894630152376143739e-01 9.439003332710323990e-01
9.579512542561576804e-01 6.875377126287780527e-01
