0.000000000000000000e+00 9.637172662648173516e-01
2.063121772015897304e-01 8.911247279858841575e-01
6.421776997916104346e-01 -2.210677885559233502e+00
8.373862118734823889e-01 -1.500836818110806048e+00
1.000000000000000000e+00 1.280596447329784837e+00
3.464675108666763204e-01 3.392743745736896965e-01
1.135863335150577441e-01 1.222981429138419174e-01
4.578557140601457465e-01 -2.135857555349235659e-01
3.899246001160567437e-02 2.525312634930444444e-01
1.356140818741014276e-01 -6.682778203499836200e-01
4.119492188970766966e-01 -1.452446189571774404e-01
9.679365590571855638e-01 8.890806759510618829e-01
